Version	2	Start	1459535196.169
Time	Valor
V	3	Latitude
5.887	4246344
11.889	4246344
16.879	4246349
20.874	4246354
52.883	4246358
56.881	4246360
59.873	4246363
62.882	4246363
69.877	4246367
71.882	4246371
73.874	4246378
75.878	4246383
77.876	4246387
79.873	4246388
81.884	4246389
83.872	4246391
85.879	4246393
87.870	4246398
88.869	4246402
89.877	4246405
90.874	4246409
92.881	4246415
93.874	4246418
94.879	4246422
95.882	4246426
96.867	4246430
97.878	4246434
98.883	4246437
100.883	4246442
102.863	4246446
104.903	4246448
106.883	4246451
109.888	4246450
111.876	4246450
113.866	4246452
115.883	4246455
117.871	4246460
119.885	4246467
121.874	4246473
123.873	4246480
124.877	4246484
126.874	4246488
128.874	4246491
130.895	4246495
132.875	4246500
133.869	4246504
134.875	4246507
135.874	4246512
136.875	4246516
137.870	4246529
139.885	4246534
141.877	4246538
143.876	4246542
145.879	4246548
146.872	4246551
148.879	4246557
150.877	4246563
152.881	4246567
154.876	4246572
155.873	4246575
156.877	4246577
157.883	4246581
158.873	4246584
160.873	4246589
162.880	4246595
164.889	4246600
166.880	4246603
168.886	4246606
170.869	4246608
172.890	4246610
174.886	4246612
176.887	4246613
178.873	4246615
180.880	4246620
182.883	4246628
184.877	4246634
186.880	4246635
188.869	4246632
190.884	4246630
192.875	4246628
194.877	4246626
196.889	4246624
200.869	4246624
203.876	4246623
207.860	4246623
208.870	4246622
210.869	4246623
214.870	4246623
216.873	4246622
218.890	4246622
220.915	4246621
222.870	4246622
224.883	4246622
226.886	4246621
228.871	4246621
230.870	4246620
232.868	4246621
234.880	4246620
236.878	4246619
238.877	4246617
239.890	4246615
240.873	4246614
242.881	4246610
244.872	4246607
246.868	4246604
248.870	4246602
250.875	4246600
252.879	4246598
254.873	4246596
256.875	4246594
258.874	4246592
260.871	4246591
262.872	4246588
264.882	4246586
266.870	4246584
268.879	4246581
270.876	4246579
272.883	4246576
274.893	4246572
276.874	4246569
278.883	4246572
280.869	4246577
282.897	4246582
285.884	4246585
287.882	4246587
289.878	4246590
291.878	4246593
293.881	4246597
295.878	4246602
296.889	4246605
298.877	4246611
299.868	4246615
301.881	4246620
303.877	4246626
305.885	4246630
306.882	4246634
307.871	4246637
308.894	4246640
309.887	4246643
310.880	4246645
311.876	4246648
312.883	4246657
313.886	4246660
314.892	4246664
316.831	4246669
318.831	4246674
319.831	4246677
321.831	4246681
322.831	4246683
324.831	4246689
325.831	4246692
326.831	4246696
327.831	4246702
329.831	4246708
330.831	4246711
332.831	4246714
333.831	4246718
334.831	4246722
335.831	4246727
336.831	4246730
338.831	4246737
339.831	4246741
340.831	4246744
342.831	4246751
344.831	4246757
346.831	4246763
348.831	4246767
350.831	4246771
352.831	4246775
354.831	4246779
356.831	4246783
358.831	4246788
359.831	4246791
360.831	4246794
361.831	4246797
362.831	4246800
363.831	4246803
364.831	4246805
365.831	4246812
367.831	4246815
369.831	4246817
371.831	4246822
372.831	4246825
374.831	4246830
376.831	4246835
377.831	4246840
378.831	4246843
379.831	4246846
382.831	4246851
386.831	4246855
389.831	4246860
392.831	4246864
396.831	4246863
399.831	4246857
401.831	4246853
403.831	4246846
405.831	4246840
407.831	4246835
409.831	4246831
411.831	4246828
413.831	4246824
415.831	4246821
417.831	4246819
419.831	4246816
421.831	4246812
423.831	4246810
425.831	4246807
428.831	4246804
430.831	4246801
431.831	4246798
432.831	4246796
434.831	4246792
436.831	4246789
438.831	4246784
440.831	4246780
442.831	4246776
444.831	4246772
446.831	4246768
448.831	4246764
450.831	4246760
452.831	4246757
454.831	4246751
455.831	4246748
457.831	4246742
459.831	4246736
461.831	4246730
463.831	4246724
465.831	4246717
467.831	4246712
469.831	4246707
471.831	4246703
473.831	4246699
475.831	4246693
477.831	4246688
479.831	4246682
481.831	4246677
483.831	4246672
485.831	4246665
487.831	4246659
489.831	4246656
491.831	4246651
493.831	4246646
495.831	4246641
497.831	4246635
499.831	4246630
501.831	4246624
503.831	4246618
505.831	4246612
507.831	4246607
509.831	4246603
511.831	4246599
513.831	4246596
515.831	4246592
517.829	4246588
519.829	4246586
521.829	4246584
523.829	4246581
525.829	4246577
527.829	4246572
529.829	4246566
531.829	4246561
533.829	4246561
536.829	4246564
538.829	4246567
540.829	4246570
542.829	4246573
544.829	4246576
546.829	4246579
548.829	4246581
550.829	4246582
552.829	4246582
554.829	4246583
556.829	4246583
558.829	4246584
560.829	4246586
562.829	4246588
564.829	4246589
566.829	4246590
568.829	4246592
570.829	4246594
572.829	4246597
574.829	4246599
576.829	4246600
578.829	4246599
580.829	4246599
582.829	4246601
584.829	4246603
586.829	4246605
588.829	4246607
590.829	4246607
592.829	4246605
594.829	4246605
596.829	4246607
598.829	4246607
600.829	4246608
606.829	4246608
608.829	4246609
610.829	4246610
616.829	4246610
618.829	4246612
620.829	4246613
622.829	4246615
624.829	4246616
626.829	4246617
628.829	4246618
630.829	4246618
632.829	4246619
634.829	4246620
636.829	4246619
638.829	4246620
640.829	4246621
642.829	4246623
644.829	4246625
646.829	4246623
648.829	4246619
650.829	4246614
652.829	4246611
654.829	4246609
656.829	4246607
658.829	4246605
660.829	4246603
662.829	4246600
664.829	4246597
666.829	4246595
668.829	4246593
670.829	4246590
672.829	4246586
674.829	4246582
676.829	4246577
678.829	4246572
680.829	4246567
681.829	4246563
682.827	4246560
683.827	4246558
684.827	4246555
685.827	4246552
687.827	4246547
688.827	4246545
690.827	4246538
692.827	4246531
693.827	4246528
694.827	4246525
696.827	4246519
698.827	4246516
700.827	4246510
702.827	4246507
704.827	4246503
706.827	4246497
708.827	4246493
710.827	4246489
712.827	4246484
714.827	4246478
715.827	4246475
717.827	4246469
719.827	4246463
721.827	4246458
723.827	4246453
725.827	4246447
727.827	4246442
729.827	4246436
731.827	4246431
733.827	4246426
735.827	4246420
737.827	4246416
739.827	4246412
741.827	4246407
743.827	4246403
745.827	4246397
746.827	4246395
747.827	4246392
749.827	4246388
751.827	4246383
753.827	4246379
755.827	4246375
757.827	4246370
759.827	4246365
761.827	4246360
763.831	4246358
766.831	4246355
769.831	4246351
771.831	4246352
774.831	4246354
776.831	4246354
