Version	2	Start	1459535196.169
Time	Valor
V	71	Voltage (V)
0.276	6000
2.789	6000
2.823	5999
5.437	5999
5.580	5998
6.719	5998
6.751	5999
8.074	5999
8.162	5998
9.449	5998
9.539	5996
10.951	5996
11.069	5997
12.269	5997
12.390	5995
13.590	5995
13.709	5994
14.855	5994
14.974	5992
17.489	5992
17.551	5991
28.020	5991
28.051	5990
34.561	5990
34.709	5989
37.171	5989
37.319	5990
38.492	5990
38.549	5989
39.809	5989
39.933	5990
46.385	5990
46.582	5989
49.243	5989
49.264	5988
50.307	5988
50.340	5987
85.664	5987
85.774	5982
116.405	5982
116.462	5946
147.125	5946
147.182	5916
177.881	5916
177.995	5884
208.597	5884
208.659	5827
270.040	5827
270.103	5771
300.728	5771
300.786	5729
331.453	5729
331.571	5672
362.167	5672
362.238	5647
392.923	5647
392.978	5612
396.915	5612
396.975	5556
398.498	5556
398.675	5567
402.969	5567
403.086	5585
406.126	5585
406.305	5593
409.244	5593
409.396	5603
418.626	5603
418.686	5627
425.528	5627
425.618	5645
436.132	5645
436.564	5662
450.070	5662
450.198	5692
466.485	5692
466.569	5722
477.375	5722
477.429	5733
483.757	5733
483.821	5741
490.900	5741
490.965	5750
504.650	5750
504.789	5755
506.267	5755
506.413	5766
511.180	5766
511.259	5763
514.625	5763
514.663	5767
518.257	5767
518.346	5766
520.301	5766
520.409	5767
522.638	5767
522.703	5763
533.774	5763
533.943	5765
537.236	5765
537.307	5771
539.117	5771
539.197	5764
540.883	5764
540.968	5765
544.068	5765
544.148	5767
558.886	5767
558.916	5766
562.062	5766
562.154	5773
571.816	5773
571.958	5778
580.050	5778
580.069	5784
591.978	5784
592.031	5787
594.893	5787
594.987	5784
599.773	5784
599.893	5788
620.685	5788
620.776	5793
629.077	5793
629.395	5801
631.728	5801
631.742	5799
638.478	5799
638.605	5796
640.066	5796
640.095	5805
641.877	5805
641.898	5799
649.100	5799
649.182	5795
653.627	5795
653.656	5801
657.310	5801
657.370	5805
660.361	5805
660.402	5801
664.990	5801
665.084	5802
667.694	5802
667.703	5808
680.280	5808
680.295	5810
687.765	5810
687.892	5812
704.057	5812
704.095	5823
708.521	5823
708.627	5826
718.250	5826
718.305	5828
721.825	5828
721.874	5830
729.971	5830
730.035	5836
744.916	5836
744.957	5843
753.586	5843
753.705	5838
762.224	5838
762.261	5843
767.860	5843
768.009	5849
778.691	5849
778.841	5850
780.011	5850
780.161	5856
781.301	5856
781.484	5852
782.553	5852
782.651	5847
783.885	5847
784.001	5846
785.260	5846
785.291	5845
786.525	5845
786.612	5843
787.766	5843
787.932	5841
789.041	5841
