Version	2	Start	1459535196.169
Time	Valor
96.461	16974
96.541	16909
96.546	16919
96.667	16973
96.697	16865
96.750	16451
96.781	16658
96.878	16260
96.934	16392
97.025	16055
97.144	16173
97.172	16180
97.208	16096
97.267	16330
97.291	16368
97.331	16229
97.445	15839
97.478	15935
97.569	16318
97.622	16030
97.742	16277
97.778	16493
97.805	16512
97.833	16020
97.953	15978
98.013	16010
98.100	16327
98.163	16700
98.222	16427
98.281	15982
98.314	16025
98.415	15816
98.462	15936
98.508	15894
98.550	15463
98.586	15863
98.730	16557
98.820	16100
98.858	16137
98.892	16115
98.976	15884
99.034	15589
99.065	15592
99.095	15597
99.155	15585
99.183	15431
99.218	15467
99.304	15705
99.363	15540
99.396	15233
99.452	15188
99.543	14989
99.602	14598
99.672	14719
99.722	14937
99.783	14902
99.962	14390
100.081	14641
100.176	14727
100.362	15407
100.440	15320
100.625	14463
100.653	14610
100.694	15070
100.741	14829
100.777	14903
100.871	14659
100.982	14785
101.204	15042
101.293	15201
101.297	15155
101.617	14562
101.642	14573
101.654	14504
101.952	14126
101.989	14282
102.212	14227
102.281	14200
102.354	14143
102.365	14123
102.528	14066
102.593	14929
102.708	15290
102.778	15293
102.793	15405
102.801	15514
102.838	15585
103.172	15742
103.487	15656
103.584	15507
103.617	15730
103.792	15782
103.811	15978
103.820	15937
103.821	15963
104.044	15927
104.087	15838
104.107	15727
104.139	15318
104.147	15332
104.173	15511
104.187	15341
104.201	15266
104.305	14787
104.328	14581
104.379	15036
104.457	15443
104.527	15396
104.532	15484
104.569	15378
104.624	15353
104.645	15379
104.737	15773
104.770	15614
104.826	15533
105.015	15582
105.252	15981
105.265	15963
105.283	15597
105.292	15360
105.308	15088
105.460	15063
105.513	15056
105.636	15416
105.685	15165
105.996	15148
106.039	14463
106.084	14622
106.096	14784
106.142	15074
106.227	14387
106.242	14463
106.293	15040
106.346	15103
106.380	15294
106.444	15361
106.502	15598
106.534	15859
106.597	15989
106.684	15925
106.696	16014
106.725	15956
106.776	15337
106.901	15758
107.107	15955
107.118	16478
107.311	16151
107.374	16206
107.490	16372
107.732	16495
107.792	16664
107.826	16728
107.883	16535
107.922	16535
107.959	16507
108.005	16724
108.065	16642
108.096	16787
108.159	16596
108.214	16507
108.301	16510
108.392	16408
108.451	16376
108.513	16553
108.663	16434
108.696	16408
108.727	16413
108.829	16377
108.832	16365
109.051	16019
109.087	16010
109.141	15985
109.231	15779
109.269	15719
109.302	15730
109.325	15768
109.386	15745
109.413	15745
109.450	15619
109.682	15762
109.772	15795
109.891	15802
109.951	15935
110.017	16113
110.136	16160
110.165	16145
110.222	16291
110.341	16098
110.432	16086
110.491	16406
110.678	16478
110.735	16793
110.821	16774
111.037	16999
111.216	17399
111.257	17392
111.280	17378
111.334	17154
111.423	17397
111.513	17723
111.601	17966
111.631	18019
111.691	18187
111.815	18107
111.851	18164
111.914	18308
111.966	18261
112.025	18225
112.086	18207
112.145	18425
112.172	18442
112.202	18332
112.324	18614
112.384	18746
112.531	19029
112.651	18712
112.654	18712
112.721	18724
112.765	18745
112.808	18764
112.875	18599
112.937	18639
112.990	18506
113.082	18529
113.188	18870
113.226	19004
113.303	18863
113.403	18607
113.436	18708
113.436	18762
113.534	18631
113.557	18655
113.676	18311
113.763	18835
113.825	18754
113.881	18541
113.972	17913
114.005	18153
114.111	18487
114.136	18886
114.182	18972
114.248	18918
114.304	19070
114.395	19050
114.492	19082
114.541	19040
114.572	18982
114.579	18957
114.631	19097
114.664	18941
114.819	19197
114.901	19138
115.023	19083
115.087	19140
115.145	19056
115.149	18926
115.294	18795
115.414	18656
115.536	18445
115.594	18378
115.626	18398
115.655	18444
115.684	18549
115.741	18416
115.805	18283
115.969	18114
115.986	18082
116.060	18015
116.104	17917
116.162	18186
116.305	18033
116.314	17806
116.341	17597
116.374	17587
116.493	17249
116.523	17133
116.703	16917
116.734	17008
116.764	17151
116.918	16673
117.037	16735
117.064	16650
117.128	16719
117.193	16674
117.251	16512
117.307	16525
117.371	16435
117.424	16447
117.516	16803
117.632	16507
117.693	16290
117.783	16465
117.814	16345
117.908	16543
118.024	16316
118.144	17030
118.202	16623
118.264	16966
118.444	16521
118.501	16435
118.534	16539
118.565	16489
118.622	16738
118.652	16830
118.681	16560
118.747	16617
118.802	16676
118.967	15987
119.045	16125
119.103	16153
119.133	16172
119.165	16157
119.199	16164
119.251	16070
119.431	16795
119.462	16822
119.555	17067
119.583	17043
119.613	17107
119.647	17195
119.731	17302
119.786	17324
119.825	16965
119.902	16952
119.944	17182
120.001	16643
120.008	16668
120.066	17364
120.184	16935
120.211	16899
120.282	16884
120.454	16891
120.514	17010
120.544	16991
120.603	17269
120.636	17627
120.669	17551
120.847	17932
120.915	17914
120.992	17713
121.053	17485
121.082	17762
121.171	17228
121.233	17684
121.295	17056
121.298	16968
121.353	17497
121.474	17454
121.543	17257
121.573	17073
121.654	17326
121.713	17372
121.771	17441
121.954	17249
122.015	17153
122.045	17259
122.165	17471
122.251	17343
122.313	17283
122.432	17538
122.491	16653
122.634	16978
122.645	17091
122.706	17025
122.795	17124
122.824	17121
123.004	17607
123.031	17534
123.156	17378
123.254	17329
123.303	17427
123.306	17453
123.332	17571
123.392	17285
123.484	17899
123.516	17826
123.602	17792
123.665	18123
123.814	18010
123.925	17666
123.935	17787
124.091	17754
124.116	17809
124.173	17635
124.262	17777
124.504	18536
124.562	18482
124.669	18063
124.683	17704
124.902	17909
124.974	17629
125.043	17831
125.075	18035
125.134	17912
125.223	17947
125.282	18386
125.344	18627
125.412	18315
125.496	18587
125.587	18449
125.671	18574
125.703	18610
125.706	18568
125.732	18094
125.791	18078
125.853	18360
125.945	18154
126.095	18590
126.129	18541
126.245	18411
126.331	18370
126.398	18809
126.485	18468
126.661	17978
126.695	18185
126.751	18451
126.822	17778
126.877	18267
126.943	18366
126.995	17942
127.111	17835
127.171	17458
127.263	16897
127.323	16753
127.353	16789
127.394	16787
127.416	16782
127.683	17326
127.714	17359
127.744	16932
127.756	16925
127.832	16644
127.882	16431
127.902	16248
127.981	16508
128.076	16628
128.163	16951
128.221	16808
128.312	17225
128.435	17090
128.581	17517
128.644	17239
128.705	17062
128.792	17050
128.827	16927
128.920	16788
128.975	16647
129.033	16791
129.073	17021
129.151	16860
129.181	16777
129.243	16803
129.267	16792
129.363	16718
129.365	16697
129.421	16149
129.512	15821
129.672	16363
129.752	16237
129.906	16398
129.996	16641
130.053	16731
130.144	16895
130.201	17064
130.296	16710
130.354	16424
130.742	16708
130.775	16718
130.834	16656
130.955	16415
130.984	16410
131.048	16318
131.162	16303
131.205	15920
131.305	16156
131.344	16016
131.376	15973
131.466	15741
131.493	15770
131.552	16351
131.581	15984
131.589	15927
131.613	15879
131.649	15876
131.704	15859
131.765	15974
131.931	16203
132.033	16339
132.066	16199
132.243	16342
132.244	16342
132.307	16301
132.391	16259
132.464	16590
132.482	16479
132.634	16543
132.816	16638
132.846	16958
132.873	16961
133.060	16672
133.175	17093
133.322	16905
133.355	16920
133.441	16872
133.508	16921
133.625	16725
133.742	16873
133.780	17037
133.834	17137
133.892	17386
133.953	17460
134.014	17528
134.106	17085
134.224	17547
134.311	18045
134.375	17698
134.522	17669
134.585	17838
134.620	17875
134.643	17642
134.739	17449
134.884	17194
134.972	17398
135.005	17449
135.035	17454
135.093	17891
135.153	17592
135.242	17858
135.368	17736
135.512	17563
135.572	17829
135.603	17913
135.633	17908
135.635	17915
135.694	18044
135.742	18066
135.829	17695
135.872	18041
135.915	18241
135.993	18092
136.114	18447
136.172	18579
136.204	18635
136.383	18646
136.414	18546
136.463	18538
136.661	19172
136.741	19210
136.803	19015
136.842	19146
137.019	19267
137.041	19173
137.105	19169
137.135	19165
137.222	19288
137.289	19269
137.291	19267
137.377	19230
137.431	19211
137.495	19110
137.564	18500
137.641	18459
137.852	18398
137.915	18396
137.946	18389
138.005	18348
138.033	18274
138.067	18157
138.068	18130
138.121	18249
138.130	18255
138.185	18219
138.246	18286
138.302	18274
138.307	18258
138.364	18039
138.427	17751
138.607	17707
138.816	17482
138.846	17848
138.967	18065
138.995	18050
139.057	17614
139.117	17422
139.175	17331
139.233	17198
139.267	17167
139.324	17193
139.357	17171
139.442	16995
139.503	17040
139.591	17045
139.654	16958
139.741	16818
139.804	16520
139.899	16743
139.956	16723
140.012	16585
140.073	16643
140.102	16642
140.135	16618
140.168	16638
140.254	16065
140.312	16336
140.372	16373
140.472	16163
140.583	16073
140.675	15979
140.733	16301
140.824	16260
140.928	16133
140.943	16310
141.038	16144
141.124	16399
141.272	16471
141.422	16569
141.483	16798
141.573	16770
141.632	16788
141.726	16824
141.790	16725
141.843	16924
141.932	16903
141.966	16873
142.022	16927
142.143	16894
142.243	16533
142.244	16524
142.354	16516
142.452	16648
142.534	16457
142.594	16422
142.686	16518
142.715	16536
142.779	16341
142.922	17052
142.988	17090
143.014	16618
143.047	16103
143.164	17109
143.343	17454
143.406	17480
143.434	17494
143.472	17522
143.495	17463
143.586	17069
143.674	17096
143.676	17075
143.704	17071
143.733	16926
143.865	17003
144.003	17188
144.190	16895
144.276	17021
144.393	17497
144.453	17682
144.486	17669
144.602	18130
144.669	18289
144.697	18336
144.753	17823
144.818	17939
144.963	17777
144.994	17796
145.052	17804
145.096	17631
145.321	17260
145.391	17262
145.564	17207
145.687	17841
145.746	17732
145.803	17690
145.927	17381
145.960	17344
145.987	17295
146.041	17511
146.103	17499
146.163	17500
146.194	17400
146.225	17334
146.312	17515
146.342	17526
146.436	17209
146.466	17172
146.522	17058
146.612	16744
146.767	17095
146.826	17109
146.826	17109
146.884	17042
146.943	17024
146.976	17076
147.041	16932
147.045	16772
147.155	16947
147.213	16784
147.286	16715
147.363	16710
147.395	16724
147.426	16902
147.460	17025
147.574	17112
147.605	17110
147.693	17218
147.756	17036
147.812	16949
147.873	17254
147.934	17317
148.035	17466
148.112	17621
148.204	17381
148.322	17397
148.382	17354
148.412	17414
148.506	17593
148.562	17480
148.627	17649
148.702	17623
148.803	17624
148.835	17715
148.954	17719
149.046	17958
149.122	17715
149.231	17554
149.594	17997
149.608	17892
149.696	17924
149.769	17842
149.778	17874
150.067	17383
150.196	17120
150.227	16964
150.251	16791
150.307	16703
150.408	16951
150.427	16967
150.462	16850
150.491	16792
150.599	16830
150.614	17042
150.635	16676
150.784	16601
150.934	16474
151.027	16183
151.032	16162
151.178	16485
151.208	16501
151.268	16076
151.370	16299
151.486	16475
151.581	16417
151.624	16558
151.744	16312
151.849	16346
151.933	16501
151.992	16353
152.046	16683
152.148	16484
152.226	16277
152.362	16328
152.394	16520
152.416	16715
152.419	16539
152.587	16193
152.662	16293
152.774	16345
152.786	16475
152.831	16479
152.887	16510
152.972	16324
153.041	16652
153.155	16761
153.216	16775
153.335	16758
153.394	16863
153.430	16939
153.486	16930
153.544	17005
153.603	16744
153.755	17503
153.854	17675
153.908	17745
153.974	17779
153.996	17651
154.147	18343
154.271	17848
154.357	18176
154.443	18997
154.503	18809
154.565	18376
154.656	18354
154.774	18179
154.838	18274
154.892	18543
154.926	18345
155.073	18378
155.112	18309
155.204	18018
155.254	18197
155.288	18557
155.315	18618
155.374	18342
155.434	18231
155.467	18284
155.524	18007
155.584	18020
155.648	18323
155.674	18257
155.792	18616
155.852	18171
156.005	18121
156.122	18208
156.191	18155
156.215	18049
156.455	17544
156.544	17615
156.573	17808
156.604	17808
156.638	17866
156.723	18000
156.757	17848
156.842	17969
156.917	18069
156.992	17966
157.053	17842
157.233	18290
157.323	18594
157.352	18572
157.384	18536
157.445	18541
157.505	18651
157.622	18672
157.685	18679
157.742	18665
157.776	18743
157.862	18848
158.015	18670
158.104	18915
158.223	18759
158.227	18721
158.285	18750
158.312	18778
158.349	18808
158.404	18714
158.506	18658
158.583	18898
158.613	18815
158.705	18883
158.792	18862
158.853	18606
158.977	18668
159.133	18133
159.199	17721
159.221	17776
159.338	18084
159.424	18297
159.454	18241
159.484	18251
159.543	18381
159.575	18325
159.670	18166
159.785	18093
159.903	17954
159.914	17961
159.992	17904
160.057	17750
160.084	17500
160.159	17656
160.240	18043
160.280	18048
160.304	17992
160.338	18083
160.385	18066
160.415	17648
160.536	17339
160.657	17537
160.742	17353
160.812	17295
160.833	17207
160.873	17363
160.953	17447
161.198	17181
161.244	17226
161.261	17230
161.314	17135
161.367	17124
161.406	16876
161.531	16872
161.616	16852
161.703	16714
161.852	16420
161.885	16401
161.950	16497
162.062	16479
162.129	16300
162.152	16277
162.242	16388
162.332	16304
162.424	16495
162.456	16563
162.542	16737
162.634	16757
162.666	16857
162.668	16892
162.693	16933
162.786	17014
162.817	16936
162.877	16987
163.053	16830
163.147	16498
163.178	16786
163.243	16873
163.297	17121
163.506	17076
163.565	17501
163.684	16869
163.833	17467
163.875	17406
163.933	17370
163.940	17269
163.991	16992
164.139	17027
164.196	17092
164.262	17065
164.346	16920
164.396	16933
164.448	16890
164.466	16858
164.504	16510
164.561	16598
164.624	16689
164.676	16915
164.705	16825
164.795	16648
164.825	16711
164.942	16800
164.977	16675
165.035	16549
165.216	17143
165.217	17101
165.277	17001
165.424	16713
165.508	16742
165.549	16630
165.722	16882
165.812	17350
165.881	17805
165.992	17982
166.054	17730
166.162	17476
166.204	17534
166.271	17676
166.353	17174
166.412	17270
166.450	16495
166.623	17526
166.655	17539
166.712	17691
166.774	17414
166.993	17572
167.017	17485
167.165	17679
167.288	17478
167.316	17431
167.374	17370
167.466	17672
167.499	17721
167.556	17768
167.772	17166
167.853	17510
167.915	17674
167.951	17792
168.004	17808
168.097	17877
168.182	18130
168.275	18131
168.457	18064
168.517	17509
168.579	17974
168.633	18637
168.758	18156
168.943	18124
168.965	18598
169.057	18288
169.085	18473
169.142	18646
169.203	18679
169.208	18677
169.266	18740
169.324	18006
169.442	18193
169.504	18300
169.575	18369
169.686	18035
169.744	18258
170.045	17343
170.167	17125
170.257	17097
170.314	16939
170.372	16877
170.436	16962
170.529	17144
170.585	17233
170.677	17118
170.765	17219
170.857	17360
170.914	17499
171.002	17739
171.095	17875
171.158	17733
171.219	17721
171.244	17730
171.276	17646
171.342	17640
171.423	17804
171.427	17862
171.515	17452
171.548	17429
171.605	17957
171.668	18064
171.756	17900
171.758	17879
171.852	17622
172.201	18206
172.320	18219
172.609	18412
172.851	18495
172.869	18514
173.055	18503
173.067	18689
173.290	18748
173.408	18477
173.438	18397
173.556	18378
173.607	18596
173.705	18240
173.716	18433
173.730	18231
173.766	18602
173.835	18346
174.066	18576
174.079	18705
174.102	18668
174.120	18436
174.218	18912
174.274	18908
