Version	2	Start	1459535196.169
Time	Valor
V	4	Longitude
5.887	190805
11.889	190792
16.879	190790
20.874	190790
52.883	190795
56.881	190801
59.873	190807
62.882	190816
69.877	190811
71.882	190806
73.874	190801
75.878	190796
77.876	190791
79.873	190784
81.884	190778
83.872	190772
85.879	190764
87.870	190755
88.869	190751
89.877	190747
90.874	190743
92.881	190734
93.874	190729
94.879	190725
95.882	190722
96.867	190719
97.878	190715
98.883	190710
100.883	190703
102.863	190694
104.903	190685
106.883	190676
109.888	190666
111.876	190657
113.866	190649
115.883	190638
117.871	190629
119.885	190624
121.874	190619
123.873	190612
124.877	190608
126.874	190599
128.874	190588
130.895	190578
132.875	190569
133.869	190564
134.875	190560
135.874	190556
136.875	190551
137.870	190545
139.885	190536
141.877	190528
143.876	190518
145.879	190510
146.872	190505
148.879	190495
150.877	190486
152.881	190478
154.876	190469
155.873	190463
156.877	190459
157.883	190454
158.873	190449
160.873	190439
162.880	190430
164.889	190422
166.880	190411
168.886	190400
170.869	190390
172.890	190381
174.886	190371
176.887	190361
178.873	190351
180.880	190346
182.883	190346
184.877	190352
186.880	190362
188.869	190371
190.884	190380
192.875	190389
194.877	190398
196.889	190408
198.871	190418
199.868	190427
200.869	190433
203.876	190442
205.871	190452
207.860	190459
208.870	190465
210.869	190471
212.873	190479
214.870	190487
216.873	190495
218.890	190505
220.915	190515
222.870	190526
224.883	190537
226.886	190549
228.871	190559
230.870	190568
232.868	190579
234.880	190590
236.878	190601
238.877	190612
239.890	190619
240.873	190626
242.881	190636
244.872	190647
246.868	190659
248.870	190669
250.875	190680
252.879	190690
254.873	190699
256.875	190710
258.874	190721
260.871	190730
262.872	190741
264.882	190751
266.870	190760
268.879	190767
270.876	190773
272.883	190782
274.893	190791
276.874	190802
278.883	190811
280.869	190815
282.897	190819
285.884	190812
287.882	190803
289.878	190796
291.878	190790
293.881	190782
295.878	190774
296.889	190769
298.877	190760
299.868	190755
301.881	190748
303.877	190740
305.885	190733
306.882	190728
307.871	190723
308.894	190718
309.887	190713
310.880	190708
311.876	190702
312.883	190693
313.886	190686
314.892	190681
316.831	190672
318.831	190666
319.831	190661
321.831	190651
322.831	190646
324.831	190636
325.831	190631
326.831	190626
327.831	190620
329.831	190612
330.831	190606
332.831	190597
333.831	190593
334.831	190589
335.831	190584
336.831	190579
338.831	190570
339.831	190565
340.831	190561
342.831	190553
344.831	190545
346.831	190537
348.831	190529
350.831	190519
352.831	190511
354.831	190502
356.831	190493
358.831	190483
359.831	190478
360.831	190472
361.831	190467
362.831	190461
363.831	190456
364.831	190451
365.831	190444
367.831	190434
369.831	190426
371.831	190417
372.831	190410
374.831	190401
376.831	190393
377.831	190384
378.831	190378
379.831	190373
382.831	190373
386.831	190368
389.831	190364
392.831	190361
396.831	190355
399.831	190360
401.831	190364
403.831	190367
405.831	190372
407.831	190378
409.831	190384
411.831	190392
413.831	190400
415.831	190408
417.831	190415
419.831	190422
421.831	190428
423.831	190433
425.831	190440
428.831	190449
430.831	190456
431.831	190461
432.831	190466
434.831	190476
436.831	190484
438.831	190491
440.831	190499
442.831	190509
444.831	190516
446.831	190524
448.831	190531
450.831	190538
452.831	190541
454.831	190549
455.831	190554
457.831	190562
459.831	190571
461.831	190580
463.831	190589
465.831	190598
467.831	190605
469.831	190613
471.831	190619
473.831	190627
475.831	190636
477.831	190644
479.831	190652
481.831	190658
483.831	190665
485.831	190673
487.831	190680
489.831	190684
491.831	190692
493.831	190701
495.831	190709
497.831	190716
499.831	190724
501.831	190733
503.831	190741
505.831	190749
507.831	190757
509.831	190766
511.831	190775
513.831	190783
515.831	190791
517.829	190798
519.829	190805
521.829	190812
523.829	190819
525.829	190825
527.829	190828
529.829	190828
531.829	190823
533.829	190816
536.829	190809
538.829	190803
540.829	190796
542.829	190788
544.829	190781
546.829	190773
548.829	190765
550.829	190758
552.829	190751
554.829	190742
556.829	190734
558.829	190726
560.829	190719
562.829	190710
564.829	190702
566.829	190692
568.829	190683
570.829	190674
572.829	190666
574.829	190658
576.829	190650
578.829	190641
580.829	190631
582.829	190621
584.829	190613
586.829	190604
588.829	190595
590.829	190586
592.829	190581
594.829	190573
596.829	190563
598.829	190552
600.829	190542
602.829	190531
604.829	190521
606.829	190512
608.829	190503
610.829	190496
612.829	190488
614.829	190480
616.829	190473
618.829	190464
620.829	190454
622.829	190445
624.829	190436
626.829	190428
628.829	190419
630.829	190411
632.829	190402
634.829	190393
636.829	190384
638.829	190376
640.829	190368
642.829	190359
644.829	190351
646.829	190343
648.829	190338
650.829	190339
652.829	190346
654.829	190355
656.829	190364
658.829	190374
660.829	190384
662.829	190393
664.829	190403
666.829	190413
668.829	190422
670.829	190432
672.829	190440
674.829	190447
676.829	190455
678.829	190463
680.829	190472
681.829	190477
682.827	190482
683.827	190487
684.827	190493
685.827	190498
687.827	190501
688.827	190506
690.827	190519
692.827	190524
693.827	190529
694.827	190535
696.827	190544
698.827	190551
700.827	190558
702.827	190566
704.827	190573
706.827	190581
708.827	190590
710.827	190600
712.827	190608
714.827	190616
715.827	190621
717.827	190628
719.827	190637
721.827	190644
723.827	190653
725.827	190662
727.827	190669
729.827	190676
731.827	190684
733.827	190692
735.827	190701
737.827	190710
739.827	190720
741.827	190730
743.827	190738
745.827	190748
746.827	190753
747.827	190758
749.827	190766
751.827	190775
753.827	190783
755.827	190790
757.827	190798
759.827	190807
761.827	190815
763.831	190821
766.831	190826
769.831	190821
771.831	190815
774.831	190807
776.831	190800
