Version	2	Start	1459535196.169
Time	Valor
445.448	60701
446.138	60701
446.454	60702
447.310	60702
447.530	60703
448.419	60703
448.870	60704
449.499	60704
449.570	60705
450.309	60705
450.730	60706
451.539	60706
451.812	60707
452.170	60707
452.831	60708
453.459	60708
453.734	60709
453.940	60709
454.727	60710
455.500	60710
456.008	60711
456.721	60711
457.543	60712
457.967	60712
458.070	60713
458.769	60713
458.989	60714
459.759	60714
460.007	60715
460.843	60716
461.816	60716
462.130	60717
462.641	60717
463.088	60718
463.537	60718
463.936	60719
464.265	60719
464.958	60720
465.857	60720
466.060	60721
466.567	60721
467.110	60722
467.889	60722
468.220	60723
468.966	60723
469.116	60724
470.021	60724
470.381	60725
470.906	60725
471.552	60726
471.863	60726
472.539	60727
473.077	60727
473.332	60728
474.128	60728
474.309	60729
475.061	60729
475.268	60730
476.063	60730
476.699	60731
477.320	60731
477.669	60732
478.440	60732
478.651	60733
479.629	60733
479.697	60734
480.316	60734
480.639	60735
481.184	60735
481.736	60736
482.318	60736
482.567	60737
483.402	60737
483.639	60738
484.507	60738
484.810	60739
485.289	60739
485.561	60740
486.517	60740
486.644	60741
487.269	60741
487.717	60742
488.379	60742
488.977	60743
489.658	60743
489.820	60744
490.567	60744
490.965	60745
491.737	60745
492.008	60746
492.525	60746
493.027	60747
493.603	60747
493.987	60748
494.760	60748
495.282	60749
496.012	60749
496.379	60750
496.513	60750
497.032	60751
497.890	60751
498.139	60752
498.866	60752
498.987	60753
499.898	60753
500.170	60754
501.012	60754
501.101	60755
501.430	60755
502.668	60756
502.929	60756
503.408	60757
504.010	60757
505.029	60758
505.426	60759
505.990	60759
506.561	60760
507.201	60761
508.029	60761
508.660	60762
509.111	60762
509.321	60763
509.738	60763
510.398	60764
511.269	60764
511.395	60765
512.123	60765
512.349	60766
513.534	60766
513.841	60767
514.270	60767
514.430	60768
515.288	60768
515.535	60769
516.279	60769
516.498	60770
517.331	60770
517.527	60771
518.475	60771
518.654	60772
519.316	60772
519.576	60773
520.510	60773
520.838	60774
521.169	60774
521.744	60775
521.859	60775
523.059	60776
523.630	60777
524.559	60777
524.771	60778
525.252	60778
525.850	60779
526.660	60779
526.960	60780
527.646	60780
528.099	60781
528.552	60781
529.207	60782
529.419	60782
529.960	60783
530.768	60783
531.008	60784
531.789	60784
532.268	60785
532.573	60785
533.043	60786
533.448	60786
534.284	60787
534.787	60787
535.028	60788
535.300	60788
536.270	60789
536.947	60789
537.133	60790
537.791	60790
538.521	60791
539.011	60791
539.407	60792
540.073	60792
540.702	60793
541.156	60794
541.965	60794
542.861	60795
543.160	60795
543.670	60796
543.957	60796
544.478	60797
545.227	60797
545.562	60798
546.010	60798
546.520	60799
547.306	60799
547.390	60800
548.229	60800
548.497	60801
549.219	60801
549.487	60802
550.329	60802
550.751	60803
551.828	60804
552.310	60804
552.521	60805
552.914	60805
553.509	60806
554.323	60806
554.649	60807
555.522	60807
555.701	60808
556.357	60808
556.671	60809
557.439	60809
557.682	60810
558.521	60810
558.729	60811
559.327	60811
559.878	60812
560.587	60812
560.679	60813
561.490	60813
561.729	60814
562.629	60814
562.905	60815
563.617	60815
563.860	60816
564.805	60816
565.084	60817
565.942	60817
566.031	60818
566.866	60818
567.130	60819
567.705	60819
568.059	60820
568.894	60820
569.230	60821
569.862	60821
569.980	60822
570.967	60822
571.450	60823
571.875	60823
572.050	60824
572.923	60824
573.491	60825
574.028	60825
574.176	60826
575.082	60826
575.378	60827
576.415	60828
577.061	60828
577.390	60829
577.571	60829
578.618	60830
579.005	60830
580.408	60831
580.487	60832
581.025	60832
581.620	60833
582.383	60834
583.148	60834
583.393	60835
584.214	60835
584.381	60836
585.338	60836
585.494	60837
586.298	60837
586.568	60838
587.445	60838
587.712	60839
588.431	60839
588.661	60840
589.513	60840
589.690	60841
590.529	60841
590.708	60842
591.528	60842
591.669	60843
592.291	60843
592.659	60844
593.239	60844
594.000	60845
594.717	60845
594.811	60846
595.515	60846
595.780	60847
596.408	60847
596.841	60848
597.770	60848
598.003	60849
598.722	60849
598.844	60850
599.230	60850
599.833	60851
600.767	60851
601.291	60852
601.922	60852
602.297	60853
602.893	60853
603.158	60854
603.823	60854
604.129	60855
604.932	60855
605.058	60856
605.854	60856
606.101	60857
606.822	60857
607.033	60858
607.733	60858
608.350	60859
608.569	60859
609.738	60860
609.909	60860
610.390	60861
611.117	60861
611.505	60862
612.131	60862
612.956	60863
613.184	60863
613.512	60864
614.201	60864
614.389	60865
615.553	60865
615.854	60866
616.617	60866
617.204	60867
617.307	60867
617.726	60868
617.923	60868
618.372	60869
619.360	60869
619.602	60870
619.780	60870
620.564	60871
621.399	60871
621.552	60872
622.241	60872
622.638	60873
623.436	60873
623.649	60874
624.350	60874
625.134	60875
625.369	60875
625.936	60876
626.382	60876
626.859	60877
627.550	60877
627.762	60878
628.122	60878
628.785	60879
629.946	60879
630.102	60880
630.555	60880
631.001	60881
631.728	60881
631.867	60882
635.858	60882
636.079	60885
638.234	60886
638.609	60888
639.084	60888
639.265	60889
639.857	60889
640.069	60890
640.923	60890
641.069	60891
641.980	60891
642.070	60892
642.922	60892
643.279	60893
643.936	60893
644.164	60894
644.809	60894
645.136	60895
646.090	60895
646.182	60896
646.885	60896
647.202	60897
648.132	60897
648.310	60898
648.732	60898
649.309	60899
650.337	60899
650.571	60900
651.716	60900
651.798	60901
652.186	60901
652.391	60902
653.069	60902
653.932	60903
654.346	60903
654.674	60904
655.629	60904
655.813	60905
656.332	60905
656.531	60906
657.372	60906
657.550	60907
658.360	60907
658.750	60908
659.544	60908
659.715	60909
660.430	60909
661.033	60910
661.514	60910
661.632	60911
662.470	60911
662.660	60912
663.432	60912
663.705	60913
664.453	60913
665.354	60914
665.503	60914
665.863	60915
666.674	60915
667.180	60916
667.696	60916
667.813	60917
668.773	60917
668.952	60918
669.799	60918
670.096	60919
670.663	60919
671.274	60920
671.803	60920
672.010	60921
672.466	60921
672.957	60922
673.826	60922
673.981	60923
674.988	60923
675.115	60924
675.864	60924
676.284	60925
676.595	60925
677.225	60926
677.972	60926
678.105	60927
678.652	60927
679.095	60928
680.054	60928
680.230	60929
681.073	60929
681.430	60930
682.015	60930
682.213	60931
683.024	60931
683.384	60932
684.171	60932
684.952	60933
685.183	60933
685.400	60934
686.057	60934
686.412	60935
687.212	60935
687.551	60936
687.921	60936
689.233	60937
689.507	60938
690.283	60938
690.431	60939
691.255	60939
691.510	60940
692.433	60940
692.840	60941
693.352	60941
693.619	60942
694.449	60942
695.042	60943
695.530	60943
695.622	60944
696.076	60944
696.645	60945
697.630	60945
697.812	60946
698.624	60946
698.833	60947
699.642	60947
700.092	60948
700.664	60948
700.752	60949
701.710	60949
701.971	60950
702.433	60950
702.851	60951
703.512	60951
703.947	60952
704.505	60952
704.835	60953
705.702	60953
706.121	60954
706.852	60954
707.082	60955
707.451	60955
707.927	60956
708.742	60956
709.302	60957
709.961	60957
710.441	60958
710.924	60958
711.100	60959
712.060	60959
712.509	60960
713.031	60960
713.175	60961
713.927	60961
714.284	60962
714.732	60962
715.150	60963
715.764	60963
716.290	60964
717.012	60964
717.582	60965
717.971	60965
718.331	60966
719.053	60966
719.321	60967
719.752	60967
720.283	60968
720.619	60968
721.370	60969
722.557	60969
722.692	60970
723.286	60970
723.613	60971
724.313	60971
724.877	60972
725.322	60972
725.534	60973
726.434	60973
726.971	60974
727.162	60974
727.483	60975
728.350	60975
728.533	60976
729.310	60976
729.580	60977
730.453	60977
730.933	60978
731.454	60978
731.650	60979
732.597	60979
732.777	60980
733.615	60980
733.754	60981
734.263	60981
734.710	60982
735.643	60982
735.883	60983
736.574	60983
736.784	60984
737.474	60984
737.983	60985
738.762	60985
738.932	60986
739.546	60986
739.948	60987
740.823	60987
741.345	60988
741.817	60988
742.719	60989
742.819	60989
743.203	60990
743.746	60990
744.153	60991
744.801	60991
745.161	60992
746.030	60992
746.261	60993
746.990	60993
747.162	60994
748.001	60994
748.155	60995
748.901	60995
749.385	60996
750.011	60996
750.403	60997
750.915	60997
751.302	60998
752.354	60999
753.162	60999
753.438	61000
753.792	61000
754.662	61001
755.261	61001
755.576	61002
756.103	61002
756.931	61003
757.213	61003
757.456	61004
758.264	61004
758.474	61005
759.166	61005
759.375	61006
760.380	61006
760.545	61007
761.175	61007
761.782	61008
762.264	61008
762.560	61009
763.196	61009
763.850	61010
764.503	61010
764.772	61011
765.348	61011
766.123	61012
766.554	61012
767.113	61013
767.561	61013
767.716	61014
768.373	61014
768.639	61015
769.541	61015
769.903	61016
770.592	61016
770.714	61017
771.560	61017
771.786	61018
772.753	61018
773.891	61020
774.644	61020
774.855	61021
775.809	61021
776.022	61022
776.455	61022
777.042	61023
777.941	61024
778.574	61024
778.993	61025
779.920	61025
780.132	61026
780.918	61026
781.302	61027
781.991	61027
782.411	61028
782.717	61028
783.522	61029
783.910	61029
784.300	61030
785.021	61030
785.119	61031
785.924	61031
786.257	61032
786.914	61032
787.669	61033
788.079	61033
788.356	61034
789.132	61034
