Version	2	Start	1459535196.169
Time	Valor
V	182	Average Speed
0.779	0
1.444	1800
1.624	1800
2.253	2400
2.790	2400
3.030	3600
6.779	3600
7.051	4050
7.952	4050
8.189	4000
8.790	4000
9.060	3960
9.781	3960
10.324	4254
10.863	4254
11.162	4200
12.029	4200
12.333	4153
12.602	4153
13.319	4114
52.296	4114
52.445	4560
53.222	4560
53.675	4500
53.933	4500
54.546	4658
55.141	4658
55.470	5000
56.152	5000
56.555	5115
57.300	5115
57.571	5220
58.206	5220
58.441	5485
59.240	5485
59.885	5727
60.247	5727
60.603	5947
61.049	5947
61.712	6150
62.675	6192
63.183	6192
63.844	6230
64.261	6230
64.591	6266
65.284	6266
65.670	6428
66.513	6428
66.812	6579
67.651	6579
67.950	6720
68.285	6720
68.823	6851
69.661	6851
69.905	7087
70.564	7087
70.891	7200
71.703	7200
71.939	7411
72.127	7411
72.993	7508
73.443	7508
74.107	7700
74.644	7700
74.887	7783
75.781	7783
76.055	7957
76.891	7957
77.040	8123
77.257	8123
78.303	8280
78.752	8280
79.230	8341
80.014	8341
80.282	8400
80.973	8400
81.255	8455
82.062	8455
82.412	8509
82.983	8509
83.132	8560
83.702	8560
84.213	8686
85.024	8686
85.296	8808
86.074	8808
86.714	9000
87.063	9000
87.512	9110
88.147	9110
88.320	9216
89.072	9216
89.581	9317
90.259	9317
90.634	9484
91.239	9484
91.421	9577
92.253	9577
92.403	9733
93.231	9733
93.393	9818
94.411	9818
94.564	9964
95.402	9964
95.850	10042
96.394	10042
96.544	10179
97.327	10179
97.536	10250
98.524	10250
98.700	10380
99.515	10380
99.670	10445
100.774	10509
101.201	10509
101.988	10571
102.775	10571
103.804	10575
104.063	10575
104.303	10689
104.643	10689
104.822	10745
105.993	10745
106.078	10800
106.630	10800
106.843	10852
107.704	10852
107.856	10904
108.782	10904
109.025	10954
109.171	10954
110.076	11053
110.734	11053
110.959	11100
111.877	11100
112.146	11194
112.932	11194
113.183	11286
113.872	11286
114.123	11376
114.879	11376
115.085	11463
115.514	11463
116.093	11501
116.732	11501
117.122	11584
117.776	11584
118.141	11620
119.083	11620
119.704	11700
120.065	11700
120.216	11733
121.158	11733
121.422	11809
122.077	11809
122.584	11840
123.155	11840
123.812	11914
124.472	11985
125.222	11985
125.675	12055
126.093	12055
126.781	12082
126.993	12082
127.881	12150
128.764	12215
129.127	12215
129.671	12240
130.176	12240
130.596	12263
131.431	12263
131.528	12326
131.648	12326
132.605	12348
133.474	12348
133.870	12408
134.492	12408
134.618	12429
134.795	12429
135.785	12487
136.573	12487
136.659	12544
137.405	12544
137.896	12600
138.032	12600
138.811	12654
139.565	12654
139.802	12672
140.674	12672
140.925	12724
141.155	12724
141.917	12741
142.456	12741
