Version	2	Start	1459535196.169
Time	Valor
V	34	Batt (%)
0.273	97
13.561	97
13.681	96
85.662	96
85.772	95
116.321	95
116.467	92
147.159	92
147.242	89
177.879	89
177.994	86
208.594	86
208.657	81
270.039	81
270.102	75
300.700	75
300.784	70
331.504	70
331.538	65
362.238	65
362.389	63
392.890	63
392.975	60
396.972	60
397.006	55
398.587	55
398.661	56
402.969	56
403.069	58
409.329	58
409.393	59
418.625	59
418.662	61
425.527	61
425.560	63
436.412	63
436.563	64
450.149	64
450.163	67
466.482	67
466.537	70
477.410	70
477.464	71
483.731	71
483.820	72
490.837	72
490.962	73
506.205	73
506.378	74
537.234	74
537.286	75
539.171	75
539.259	74
562.061	74
562.152	75
571.874	75
571.941	76
592.005	76
592.063	77
594.982	77
594.999	76
599.772	76
599.943	77
629.088	77
629.200	78
649.035	78
649.166	77
653.616	77
653.633	78
667.637	78
667.701	79
704.053	79
704.085	80
708.622	80
708.625	81
729.970	81
730.033	82
767.859	82
767.959	83
783.975	83
784.095	82
789.130	82
