Version	2	Start	1459535196.169
Time	Valor
V	183	Total Distance0
0.779	37959
1.444	37960
1.624	37960
2.254	37961
2.790	37961
3.030	37962
3.392	37962
3.840	37963
4.684	37964
5.133	37965
5.766	37965
6.270	37966
6.779	37966
7.051	37967
7.409	37967
7.590	37968
8.400	37968
8.494	37969
9.305	37969
9.629	37970
9.781	37970
10.324	37971
10.592	37972
11.341	37972
11.612	37973
12.333	37973
12.542	37974
13.320	37974
13.799	37975
36.599	37975
37.019	37976
51.694	37976
52.185	37977
52.445	37977
53.222	37978
53.676	37979
53.732	37979
53.933	37980
54.547	37981
54.809	37982
55.141	37982
55.471	37983
55.653	37983
55.983	37984
56.152	37984
56.555	37985
56.826	37986
57.300	37987
57.572	37987
57.732	37988
57.926	37988
58.206	37989
58.442	37990
58.533	37990
59.240	37992
59.885	37994
60.061	37995
60.247	37995
60.603	37996
61.049	37998
61.713	37999
62.675	38002
63.070	38002
63.183	38003
63.844	38004
64.261	38005
64.591	38005
64.817	38006
65.118	38007
65.284	38007
65.670	38008
65.791	38008
66.120	38009
66.513	38010
66.813	38011
66.996	38012
67.291	38013
67.414	38013
67.651	38014
67.951	38015
68.285	38016
68.823	38018
69.151	38019
69.303	38019
69.661	38020
69.906	38021
70.071	38022
70.173	38022
70.382	38023
70.564	38024
70.891	38025
71.403	38027
71.704	38027
71.940	38028
72.127	38029
72.993	38032
73.232	38033
73.443	38033
74.107	38036
74.224	38036
74.644	38037
74.887	38038
75.545	38041
75.781	38042
76.055	38043
76.235	38043
76.470	38044
76.742	38045
76.891	38046
77.042	38046
77.257	38047
78.304	38051
78.456	38051
78.604	38052
78.752	38052
79.231	38054
79.448	38054
79.805	38056
80.014	38056
80.282	38057
80.435	38057
80.850	38058
80.973	38059
81.255	38059
81.901	38061
82.062	38062
82.412	38063
82.778	38064
82.983	38065
83.133	38066
83.468	38067
83.551	38067
83.702	38068
84.214	38070
84.392	38070
84.696	38072
84.846	38072
85.025	38073
85.296	38074
85.954	38077
86.074	38077
86.716	38080
87.063	38081
87.512	38083
87.631	38083
87.934	38085
88.147	38086
88.321	38086
88.684	38088
88.932	38089
89.072	38089
89.582	38091
89.896	38093
90.259	38094
90.634	38096
91.239	38099
91.422	38099
91.624	38100
91.879	38101
92.253	38103
92.403	38104
92.642	38105
93.137	38107
93.231	38108
93.393	38108
93.631	38109
93.847	38110
94.411	38113
94.564	38114
95.402	38117
95.851	38119
96.270	38121
96.394	38121
96.545	38122
96.720	38123
96.878	38124
97.085	38124
97.327	38125
97.537	38126
98.011	38128
98.073	38129
98.221	38129
98.524	38130
98.701	38131
99.094	38133
99.182	38133
99.335	38134
99.515	38134
99.671	38135
100.774	38139
101.201	38140
101.988	38143
102.775	38145
103.804	38148
104.063	38150
104.303	38152
104.644	38154
104.822	38155
105.251	38156
105.306	38157
105.467	38157
105.993	38158
106.082	38160
106.240	38160
106.630	38162
106.843	38163
107.256	38165
107.373	38165
107.704	38167
107.856	38167
108.063	38168
108.273	38169
108.782	38171
109.027	38172
109.171	38173
110.077	38177
110.555	38179
110.734	38179
110.959	38180
111.422	38182
111.511	38183
111.877	38184
112.147	38186
112.265	38186
112.746	38189
112.932	38189
113.183	38191
113.533	38192
113.872	38194
114.124	38195
114.393	38196
114.513	38197
114.756	38198
114.879	38199
115.085	38200
115.515	38202
116.094	38205
116.406	38206
116.732	38207
117.127	38209
117.307	38210
117.514	38211
117.776	38212
118.142	38214
118.741	38216
118.966	38217
119.084	38218
119.704	38220
119.943	38221
120.065	38222
120.217	38223
120.513	38224
120.845	38225
121.158	38227
121.422	38228
121.652	38229
122.077	38231
122.584	38233
122.793	38234
122.975	38235
123.155	38236
123.812	38239
124.472	38242
124.899	38244
125.042	38244
125.222	38245
125.675	38247
126.093	38249
126.783	38253
126.994	38254
127.881	38257
128.764	38261
129.127	38263
129.671	38265
129.843	38266
130.025	38267
130.176	38267
130.596	38269
131.050	38271
131.282	38272
131.431	38273
131.529	38273
131.648	38274
132.606	38278
132.781	38278
132.843	38279
132.991	38279
133.174	38280
133.295	38281
133.475	38281
133.870	38283
134.077	38284
134.492	38286
134.618	38286
134.795	38287
135.785	38292
136.237	38294
136.573	38295
136.659	38296
137.168	38298
137.405	38300
137.896	38302
138.032	38303
138.812	38306
138.845	38306
139.115	38308
139.324	38308
139.565	38310
139.803	38311
139.992	38311
140.075	38312
140.195	38312
140.492	38314
140.674	38314
140.926	38315
141.155	38316
141.917	38320
142.115	38320
142.456	38322
143.046	38324
143.526	38327
143.675	38327
143.796	38328
143.927	38328
144.251	38329
144.694	38332
145.686	38336
145.926	38337
146.102	38338
146.390	38339
146.496	38340
146.797	38341
147.334	38344
147.695	38345
148.293	38348
148.901	38351
149.096	38351
149.937	38354
150.127	38356
150.304	38357
150.489	38358
150.704	38359
151.175	38361
151.416	38362
151.486	38362
151.724	38363
152.261	38365
152.773	38367
153.485	38370
153.754	38372
153.994	38373
154.145	38373
154.270	38374
155.001	38377
155.193	38378
155.372	38379
155.945	38382
156.035	38382
156.192	38383
156.637	38385
156.904	38386
157.325	38388
157.544	38389
157.955	38391
158.163	38392
158.346	38393
158.552	38394
158.768	38395
158.975	38396
159.334	38398
159.972	38401
160.238	38402
160.776	38405
161.527	38408
161.736	38409
162.095	38410
162.395	38412
162.605	38412
163.353	38416
163.504	38416
163.656	38417
163.775	38418
164.014	38419
164.794	38422
164.927	38423
165.337	38424
165.924	38427
166.155	38428
166.385	38429
166.533	38430
166.694	38431
166.992	38432
167.113	38432
167.320	38433
167.463	38434
167.826	38436
168.095	38437
168.274	38438
168.367	38438
168.515	38439
168.998	38441
169.120	38442
169.417	38443
169.657	38444
169.953	38446
170.288	38447
170.526	38448
170.763	38449
170.977	38450
171.156	38451
171.275	38451
171.696	38453
171.816	38454
172.609	38457
173.052	38459
173.436	38461
173.607	38462
173.765	38463
174.102	38464
174.448	38466
174.676	38467
175.447	38471
175.653	38472
175.895	38473
176.380	38476
176.735	38477
178.234	38484
178.654	38486
179.752	38490
180.044	38491
180.334	38493
180.456	38494
181.514	38498
181.660	38499
181.920	38500
182.299	38502
182.522	38503
183.666	38507
184.338	38509
184.689	38511
184.953	38512
185.221	38513
185.467	38514
185.969	38516
186.130	38516
187.834	38523
188.204	38524
188.377	38525
188.552	38526
189.003	38527
189.340	38529
189.511	38529
189.781	38530
189.992	38531
190.331	38532
190.653	38534
190.889	38535
191.488	38537
191.645	38538
191.794	38538
192.452	38541
192.629	38541
192.788	38542
193.476	38545
194.344	38548
194.552	38549
194.821	38550
195.244	38552
195.342	38552
195.492	38553
196.552	38556
196.807	38557
197.435	38560
197.643	38561
197.736	38561
198.214	38563
198.516	38564
198.755	38565
198.999	38566
199.299	38567
199.871	38569
200.101	38570
200.583	38572
200.761	38573
201.920	38576
202.112	38577
202.215	38578
202.549	38578
202.759	38579
202.840	38580
202.987	38580
203.114	38581
203.204	38582
203.347	38583
203.578	38583
204.208	38586
204.366	38587
204.635	38588
204.911	38589
205.210	38590
205.569	38591
205.715	38592
205.929	38592
206.251	38594
206.643	38595
206.793	38596
206.974	38596
207.183	38597
207.785	38599
207.993	38600
208.204	38601
208.535	38602
208.749	38603
208.953	38604
209.050	38604
209.285	38605
209.491	38606
209.644	38607
209.959	38608
210.244	38609
210.383	38609
210.635	38610
211.122	38612
211.378	38613
211.776	38614
211.870	38615
212.703	38618
213.045	38618
213.394	38620
213.545	38621
213.813	38621
214.027	38622
214.384	38623
214.535	38624
214.684	38625
215.405	38627
216.876	38634
216.968	38634
217.143	38635
217.297	38636
217.532	38637
217.805	38638
217.930	38638
218.466	38641
218.742	38642
219.013	38643
219.455	38645
219.604	38646
219.877	38647
219.964	38648
220.508	38650
220.717	38651
221.314	38654
221.465	38654
221.644	38655
221.822	38656
222.544	38660
222.838	38661
222.916	38661
223.208	38662
223.469	38664
224.169	38667
224.434	38668
224.504	38669
224.728	38670
224.926	38671
224.956	38671
225.188	38673
225.879	38674
226.078	38677
226.406	38678
226.573	38679
226.976	38680
227.140	38682
227.332	38682
227.793	38685
228.442	38687
228.913	38690
229.296	38691
229.476	38692
229.840	38694
230.135	38695
230.347	38696
230.468	38697
230.643	38697
230.825	38698
230.957	38698
231.635	38702
231.970	38703
232.054	38704
232.207	38705
232.355	38705
232.536	38706
233.519	38710
233.675	38711
234.004	38713
234.119	38713
234.304	38714
234.515	38715
234.723	38716
234.908	38717
235.175	38719
235.358	38719
235.844	38722
236.017	38723
236.432	38724
236.676	38725
236.855	38726
237.913	38731
238.622	38734
239.935	38739
240.454	38742
240.636	38742
241.109	38744
242.061	38749
242.259	38750
242.438	38751
242.599	38752
242.893	38753
243.098	38754
243.517	38756
243.791	38757
243.944	38758
244.161	38759
244.329	38760
244.534	38761
245.217	38764
245.612	38766
245.770	38766
245.964	38767
246.067	38768
246.400	38769
246.513	38770
246.695	38771
247.024	38772
247.387	38774
247.594	38775
247.866	38776
247.964	38777
248.827	38781
249.032	38782
249.306	38783
249.485	38784
249.635	38784
250.106	38787
250.324	38787
250.567	38789
251.199	38792
251.347	38792
251.977	38795
252.333	38797
252.927	38800
253.055	38800
253.264	38801
253.599	38803
253.806	38804
254.257	38806
254.315	38807
254.526	38808
254.827	38809
254.974	38810
255.183	38811
255.919	38814
256.355	38817
256.484	38817
256.538	38818
256.745	38818
256.954	38819
257.004	38820
257.288	38821
257.855	38823
258.185	38825
258.453	38826
258.633	38827
259.604	38831
260.293	38834
260.526	38835
260.736	38836
261.797	38840
261.921	38841
262.067	38842
262.682	38844
262.785	38845
263.052	38846
263.270	38847
263.373	38848
263.525	38848
263.676	38849
264.038	38850
264.694	38853
264.845	38854
265.027	38854
265.207	38855
266.057	38858
266.284	38859
266.526	38861
266.892	38862
267.424	38864
267.937	38867
268.207	38868
268.597	38869
268.775	38870
269.172	38872
269.374	38872
269.556	38873
269.973	38875
270.216	38876
270.508	38877
270.523	38877
270.697	38878
271.357	38880
271.595	38881
271.893	38882
272.134	38883
272.596	38885
273.484	38889
273.550	38889
273.933	38891
274.143	38891
274.421	38893
274.478	38893
274.963	38895
275.103	38896
275.254	38896
275.614	38898
275.796	38899
276.034	38900
276.786	38904
277.215	38906
277.419	38907
277.954	38909
278.406	38911
278.675	38912
278.887	38913
279.094	38914
279.454	38916
279.666	38917
280.178	38918
280.507	38920
280.979	38921
280.996	38922
281.273	38923
281.467	38924
281.622	38924
281.900	38926
282.096	38927
282.145	38928
282.228	38928
282.575	38930
282.809	38931
283.004	38932
283.460	38933
283.535	38934
283.717	38935
283.928	38935
284.109	38936
284.512	38936
284.588	38937
284.989	38938
285.125	38938
285.637	38940
286.087	38942
286.324	38943
286.538	38944
286.865	38946
287.046	38947
287.254	38948
287.614	38949
287.856	38950
288.216	38952
288.484	38953
288.937	38954
289.174	38955
